buurtcode,reachable_buurten_10min,avg_bike_minutes_to_reachable,avg_bike_distance_to_reachable,bikeshed_total_amenities,bikeshed_utilitarian_amenities,bikeshed_leisure_social_amenities
BU05130705,26,6.0880769230769225,1733.7396153846155,195.0,129.0,66.0
BU05230301,11,5.417272727272728,1561.4845454545452,39.0,30.0,9.0
BU05530201,22,5.674545454545454,1597.676363636364,139.0,96.0,43.0
BU05890206,12,5.312500000000001,1420.2516666666668,60.0,45.0,15.0
BU06771401,4,5.2675,1563.59,16.0,12.0,4.0
BU07171100,5,5.4719999999999995,1445.8700000000001,45.0,22.0,23.0
BU07581009,7,6.7,1916.9971428571428,58.0,34.0,24.0
BU0363KJ04,99,6.806060606060606,1997.7792929292914,1261.0,586.0,675.0
BU03530013,31,5.798064516129034,1425.243870967742,169.0,121.0,48.0
BU03560403,17,6.131764705882354,1625.9205882352942,138.0,96.0,42.0
BU0363NE05,38,6.404999999999999,1792.2871052631576,384.0,213.0,171.0
BU0363SD02,19,5.456315789473685,1405.5357894736842,137.0,97.0,40.0
BU03770002,32,7.3053125,2042.5965625000006,256.0,170.0,86.0
BU03840702,42,6.84452380952381,1850.816666666667,241.0,160.0,81.0
BU03960400,47,6.748510638297874,1998.3089361702134,313.0,226.0,87.0
BU03960401,2,3.905,881.285,25.0,15.0,10.0
BU04053305,29,6.263793103448277,1751.4927586206898,166.0,128.0,38.0
BU04170326,12,6.9049999999999985,1914.5508333333337,90.0,59.0,31.0
BU04320212,29,5.807931034482761,1715.5041379310344,116.0,90.0,26.0
BU06371202,91,6.07912087912088,1741.6723076923079,90.0,65.0,25.0
BU07941007,24,6.28875,1828.8866666666665,262.0,156.0,106.0
BU08200001,5,4.526000000000001,1326.062,64.0,42.0,22.0
BU08282009,2,2.025,593.155,8.0,6.0,2.0
BU08556501,8,6.14625,1707.4975000000002,24.0,21.0,3.0
BU09172100,30,7.1979999999999995,2024.4900000000002,244.0,147.0,97.0
BU09570601,3,5.3,1353.2233333333334,19.0,13.0,6.0
BU15981001,3,3.7566666666666664,1123.4033333333334,13.0,9.0,4.0
BU16590000,5,3.982,1162.574,47.0,27.0,20.0
BU17081104,2,4.895,1453.605,9.0,5.0,4.0
BU17340101,12,6.928333333333334,2001.2091666666668,46.0,39.0,7.0
BU17741015,14,4.574285714285714,1303.8842857142859,71.0,55.0,16.0
BU19160503,30,6.674666666666669,1762.3136666666667,256.0,166.0,90.0
BU19160600,32,5.1521875,1497.10625,243.0,164.0,79.0
BU19420304,41,6.0541463414634125,1764.729756097561,268.0,185.0,83.0
BU19493900,2,2.92,875.055,15.0,11.0,4.0
BU19494000,7,6.338571428571429,1897.4585714285713,21.0,18.0,3.0
BU19612503,21,4.417619047619047,1120.3009523809524,129.0,101.0,28.0
BU19690201,3,4.053333333333334,1208.8966666666665,19.0,14.0,5.0
BU19690300,3,2.43,684.46,24.0,19.0,5.0
BU19781207,6,5.84,1743.0433333333333,29.0,23.0,6.0
BU19791572,7,5.844285714285715,1470.6914285714286,20.0,19.0,1.0
BU19791881,6,5.193333333333334,1546.0433333333333,31.0,24.0,7.0
BU00340402,34,5.968235294117647,1615.2476470588235,136.0,100.0,36.0
BU00341904,37,6.096486486486487,1742.4099999999994,190.0,141.0,49.0
BU00342001,62,6.634838709677418,1941.2098387096776,373.0,256.0,117.0
BU00342705,60,6.830500000000001,1943.7593333333325,336.0,234.0,102.0
BU00860207,9,4.786666666666667,1400.3233333333333,38.0,28.0,10.0
BU00860401,3,3.75,1087.4433333333334,16.0,12.0,4.0
BU01060812,43,6.4155813953488385,1881.372558139535,216.0,164.0,52.0
BU01144300,8,6.895,2040.2837499999998,116.0,69.0,47.0
BU01144800,3,4.760000000000001,1281.8266666666666,24.0,17.0,7.0
BU01191302,2,4.4,1320.215,20.0,11.0,9.0
BU01411003,43,6.645581395348838,1920.129302325581,331.0,215.0,116.0
BU01530604,11,7.092727272727273,1589.66,107.0,76.0,31.0
BU01640900,4,4.7625,1386.15,26.0,16.0,10.0
BU01710529,4,2.5999999999999996,757.375,16.0,11.0,5.0
BU01710530,4,2.94,882.9675,16.0,11.0,5.0
BU01931020,36,5.485277777777778,1616.64,360.0,224.0,136.0
BU01935060,15,6.372,1846.8453333333337,96.0,71.0,25.0
BU01935100,22,5.8945454545454545,1702.9499999999998,185.0,123.0,62.0
BU02020339,32,6.9203125,1675.0078125,335.0,176.0,159.0
BU02020424,30,6.450000000000001,1809.5746666666664,300.0,168.0,132.0
BU02220201,33,6.06030303030303,1677.010303030303,234.0,159.0,75.0
BU02810006,16,5.075625,1465.4825,130.0,87.0,43.0
BU03030324,17,4.931176470588234,1393.1682352941175,117.0,90.0,27.0
BU03072001,44,6.762500000000002,1742.905909090909,306.0,230.0,76.0
BU03073403,2,4.375,609.35,14.0,11.0,3.0
BU03350100,4,3.9325,1154.0575,28.0,18.0,10.0
BU03440524,45,6.234888888888886,1831.6111111111109,562.0,293.0,269.0
BU03440526,23,7.867391304347826,2299.8817391304356,257.0,144.0,113.0
BU03440531,31,6.218387096774194,1811.2838709677414,391.0,202.0,189.0
BU03560301,26,6.922307692307693,1749.5365384615386,207.0,141.0,66.0
BU03610208,22,7.046363636363636,2005.695909090909,179.0,126.0,53.0
BU0363KP03,44,7.174545454545455,1910.5881818181813,560.0,276.0,284.0
BU03940676,9,6.015555555555555,1773.5611111111111,69.0,41.0,28.0
BU04000600,11,6.050909090909091,1675.6363636363637,78.0,54.0,24.0
BU04051101,43,6.186976744186047,1778.9297674418603,303.0,224.0,79.0
BU04060328,11,7.886363636363638,1557.8045454545454,47.0,44.0,3.0
BU04370006,1,0.0,0.0,6.0,2.0,4.0
BU04411470,7,5.841428571428572,1672.3300000000002,37.0,25.0,12.0
BU04411490,7,4.395714285714286,1184.6899999999998,37.0,25.0,12.0
BU04792111,23,7.071739130434781,1926.9126086956524,48.0,30.0,18.0
BU04792122,13,7.090000000000002,2053.2092307692305,21.0,11.0,10.0
BU04840701,10,7.392999999999999,2138.534,45.0,33.0,12.0
BU05020658,58,6.273965517241378,1796.8598275862068,323.0,243.0,80.0
BU05031400,51,6.7566666666666695,1959.5696078431374,426.0,281.0,145.0
BU05320202,21,6.1414285714285715,1815.0657142857142,124.0,91.0,33.0
BU05320208,26,5.197307692307692,1507.0473076923072,148.0,104.0,44.0
BU05750301,14,5.025,1417.4535714285714,87.0,52.0,35.0
BU05750305,13,4.825384615384616,1394.2776923076924,78.0,51.0,27.0
BU05900701,23,6.715217391304346,1637.414347826087,123.0,94.0,29.0
BU06130309,17,5.463529411764705,1597.6299999999999,125.0,87.0,38.0
BU06371013,46,6.936739130434783,1891.1154347826086,47.0,36.0,11.0
BU06380004,11,3.872727272727273,997.1163636363636,44.0,33.0,11.0
BU06420407,54,6.107777777777779,1743.1744444444446,211.0,162.0,49.0
BU07180800,1,0.0,0.0,5.0,3.0,2.0
BU07725240,11,6.314545454545455,1757.7790909090909,107.0,77.0,30.0
BU07851325,20,6.333499999999999,1836.5775,102.0,72.0,30.0
BU08230309,4,4.885,1333.255,32.0,21.0,11.0
BU08240101,8,2.1875,639.5087500000001,25.0,14.0,11.0
BU03070702,65,6.154000000000003,1771.7295384615388,558.0,328.0,230.0
BU0363AG01,145,6.328620689655173,1871.985103448276,1827.0,785.0,1042.0
BU0363EF01,97,6.498969072164949,1905.52587628866,1189.0,560.0,629.0
BU0363KP01,74,6.941486486486484,1993.7689189189189,899.0,443.0,456.0
BU08450108,5,5.9879999999999995,1776.7,20.0,16.0,4.0
BU08520009,1,0.0,0.0,3.0,3.0,0.0
BU08556803,4,3.55,1055.475,19.0,14.0,5.0
BU08580003,10,4.930000000000001,1385.7730000000001,94.0,53.0,41.0
BU09832404,21,4.763809523809524,1336.8947619047617,129.0,94.0,35.0
BU09882502,9,6.456666666666667,1843.9611111111108,84.0,50.0,34.0
BU09950523,43,6.2872093023255795,1785.9786046511629,239.0,180.0,59.0
BU15810008,1,0.0,0.0,9.0,4.0,5.0
BU16819409,3,4.426666666666667,1324.5333333333333,17.0,14.0,3.0
BU16990340,6,7.499999999999999,1921.2066666666667,31.0,23.0,8.0
BU17080702,6,5.206666666666667,1559.5533333333333,38.0,25.0,13.0
BU17210602,3,6.173333333333333,1610.426666666667,12.0,11.0,1.0
BU17280203,10,5.082,1490.157,68.0,41.0,27.0
BU17280204,10,5.111000000000001,1496.3830000000003,68.0,41.0,27.0
BU18940106,14,6.414285714285714,1918.1935714285717,54.0,35.0,19.0
BU19001608,3,3.216666666666667,967.7433333333333,9.0,8.0,1.0
BU19311205,7,5.354285714285714,1456.2085714285713,53.0,38.0,15.0
BU19400701,5,5.106,1416.2199999999998,33.0,21.0,12.0
BU19495401,4,5.312500000000001,1554.2375,12.0,11.0,1.0
BU19591403,6,5.193333333333333,1562.255,59.0,32.0,27.0
BU19630007,8,5.782500000000001,1598.8650000000002,77.0,52.0,25.0
BU19691100,4,6.307500000000001,1732.5800000000002,33.0,23.0,10.0
BU19691108,3,6.246666666666667,1870.3999999999999,7.0,7.0,0.0
BU19800301,19,6.747894736842104,1905.0521052631582,115.0,79.0,36.0
BU19800302,18,6.695555555555555,1843.905,110.0,74.0,36.0
BU00342407,35,6.783428571428572,1888.194571428571,168.0,134.0,34.0
BU00344001,2,4.735,1415.545,6.0,4.0,2.0
BU00344003,50,7.3686000000000025,2166.5517999999997,267.0,190.0,77.0
BU01145301,5,6.3,1674.164,23.0,16.0,7.0
BU01191204,10,4.435,1333.795,39.0,35.0,4.0
BU01660007,13,6.058461538461539,1477.018461538461,147.0,96.0,51.0
BU01770705,6,3.92,1177.4366666666667,45.0,31.0,14.0
BU01970201,3,4.796666666666667,1239.8500000000001,17.0,11.0,6.0
BU01970302,10,4.8759999999999994,1449.407,73.0,50.0,23.0
BU02035404,16,5.28125,1568.671875,151.0,108.0,43.0
BU02035405,16,4.498125,1339.709375,151.0,108.0,43.0
BU02620507,3,5.666666666666667,1641.8633333333335,23.0,15.0,8.0
BU02620508,2,1.86,560.195,12.0,9.0,3.0
BU02960117,19,6.585263157894737,1839.535263157895,124.0,84.0,40.0
BU03440626,47,5.935744680851063,1751.6640425531914,604.0,316.0,288.0
BU03940465,14,7.118571428571429,2056.7607142857146,124.0,66.0,58.0
BU04020702,27,6.532222222222224,1901.4966666666664,304.0,187.0,117.0
BU04797222,19,5.750000000000001,1655.5752631578948,78.0,49.0,29.0
BU04849403,7,4.134285714285714,995.8028571428571,57.0,37.0,20.0
BU06770403,2,4.105,860.345,15.0,9.0,6.0
BU07160709,2,1.555,465.74,9.0,7.0,2.0
BU07580002,22,5.761818181818182,1680.5645454545454,364.0,190.0,174.0
BU07724340,28,6.497500000000001,1853.8999999999996,302.0,187.0,115.0
BU07942105,9,5.237777777777778,1449.8499999999997,69.0,42.0,27.0
BU08520002,8,3.2312499999999997,899.9912499999999,50.0,33.0,17.0
BU03071500,69,5.612898550724638,1626.634057971015,557.0,328.0,229.0
BU0363AG06,132,6.468636363636359,1894.5421212121207,1714.0,738.0,976.0
BU0363EE01,81,6.8677777777777775,1980.2308641975305,928.0,449.0,479.0
BU0363FB07,29,5.967931034482758,1713.1651724137928,295.0,168.0,127.0
BU0363MQ01,71,6.816056338028171,1893.195352112676,903.0,428.0,475.0
BU03921202,49,5.839795918367346,1720.5975510204082,433.0,274.0,159.0
BU05031304,75,6.204533333333334,1798.3772000000001,576.0,376.0,200.0
BU05020772,40,6.568249999999999,1819.2522499999995,276.0,197.0,79.0
BU05050106,80,6.488625000000001,1692.6373749999998,503.0,302.0,201.0
BU05059805,12,6.69,1899.8975,43.0,35.0,8.0
BU05182763,38,6.7926315789473675,1961.1492105263153,586.0,317.0,269.0
BU05230104,10,6.94,1557.4600000000003,51.0,37.0,14.0
BU05460302,50,6.5001999999999995,1845.9880000000003,475.0,289.0,186.0
BU06420104,36,6.489166666666666,1657.9924999999998,192.0,129.0,63.0
BU06420106,42,6.66404761904762,1895.0519047619046,246.0,164.0,82.0
BU08556618,19,7.684210526315789,2156.2936842105264,98.0,65.0,33.0
BU08790009,5,4.867999999999999,1460.15,48.0,28.0,20.0
BU08790100,4,3.7325,1111.205,39.0,24.0,15.0
BU09710202,6,6.330000000000001,1837.095,54.0,34.0,20.0
BU09831103,44,6.243863636363636,1810.4745454545455,307.0,187.0,120.0
BU09950225,38,7.337631578947368,2094.9113157894735,212.0,160.0,52.0
BU09950965,62,6.477096774193548,1833.3196774193552,324.0,256.0,68.0
BU15860201,3,4.216666666666667,1253.1033333333332,15.0,11.0,4.0
BU15860302,2,1.14,348.07,18.0,15.0,3.0
BU15860502,5,5.83,1751.4560000000001,29.0,17.0,12.0
BU16400201,2,2.015,517.545,29.0,15.0,14.0
BU16741309,2,1.81,541.105,8.0,5.0,3.0
BU17050012,5,5.9479999999999995,1768.408,22.0,16.0,6.0
BU17080500,2,1.48,318.825,6.0,4.0,2.0
BU17340207,22,5.7690909090909095,1564.040909090909,122.0,92.0,30.0
BU17341503,9,3.5344444444444445,993.4955555555555,52.0,35.0,17.0
BU17741516,13,4.202307692307692,1243.9123076923076,77.0,47.0,30.0
BU18840208,6,4.618333333333333,1232.1000000000001,31.0,22.0,9.0
BU18920409,26,6.496538461538464,1864.1949999999997,149.0,109.0,40.0
BU19010403,7,7.648571428571429,2287.098571428571,28.0,22.0,6.0
BU19301001,53,6.712075471698112,1954.0028301886794,317.0,238.0,79.0
BU19401908,5,6.0920000000000005,1832.336,60.0,37.0,23.0
BU19401910,10,5.567,1642.681,77.0,54.0,23.0
BU19480412,18,6.145555555555556,1754.1983333333337,122.0,93.0,29.0
BU19790101,22,6.227727272727273,1763.7259090909092,113.0,87.0,26.0
BU19821501,7,6.487142857142857,1851.5985714285712,58.0,38.0,20.0
BU00345103,38,5.859473684210526,1713.9889473684211,200.0,151.0,49.0
BU00345201,30,5.644,1574.6329999999996,147.0,113.0,34.0
BU00500004,6,5.905,1746.0933333333335,60.0,44.0,16.0
BU00805104,2,4.275,1179.07,7.0,5.0,2.0
BU00805105,2,4.455,978.915,21.0,11.0,10.0
BU01411109,6,6.786666666666666,2035.5766666666666,32.0,22.0,10.0
BU01411206,18,6.78,2000.585,131.0,96.0,35.0
BU01710108,16,5.41125,1577.1031249999999,148.0,104.0,44.0
BU01770106,13,5.509230769230769,1448.4407692307695,81.0,58.0,23.0
BU02021262,29,6.551379310344828,1802.7379310344825,298.0,154.0,144.0
BU02021264,16,6.74625,1842.39875,152.0,85.0,67.0
BU02220505,43,6.129534883720932,1744.4216279069763,289.0,209.0,80.0
BU02630100,5,4.912,1346.658,39.0,23.0,16.0
BU02680101,17,5.9423529411764715,1738.7370588235297,282.0,147.0,135.0
BU02690203,12,6.675833333333333,1981.4766666666667,64.0,49.0,15.0
BU03030548,1,0.0,0.0,3.0,3.0,0.0
BU03100101,2,1.11,251.925,14.0,10.0,4.0
BU03440423,19,7.462631578947368,2099.940526315789,251.0,139.0,112.0
BU03550104,13,6.295384615384616,1819.8715384615384,156.0,104.0,52.0
BU03620701,10,7.593000000000001,2027.6919999999998,87.0,46.0,41.0
BU0363MK01,1,0.0,0.0,2.0,2.0,0.0
BU03920201,59,6.8071186440677955,1908.4467796610174,567.0,354.0,213.0
BU03921403,43,6.02139534883721,1732.1167441860462,334.0,206.0,128.0
BU03940127,3,5.456666666666667,1437.2266666666667,29.0,21.0,8.0
BU03940989,2,3.59,1076.935,10.0,6.0,4.0
BU03941193,22,6.115,1771.3390909090908,121.0,93.0,28.0
BU04020502,16,7.058750000000001,1812.2200000000003,182.0,102.0,80.0
BU07700300,2,1.875,562.44,20.0,12.0,8.0
BU07700400,2,0.305,92.885,17.0,10.0,7.0
BU08241801,21,4.661904761904762,1359.49,97.0,63.0,34.0
BU08510200,2,2.93,878.99,6.0,5.0,1.0
BU03920203,69,6.716086956521736,1968.3901449275363,624.0,393.0,231.0
BU04820403,29,6.195862068965517,1746.3182758620687,150.0,97.0,53.0
BU04891430,40,6.061249999999999,1723.59975,206.0,163.0,43.0
BU04891431,41,6.153414634146342,1813.0504878048778,191.0,158.0,33.0
BU05032507,47,6.2144680851063825,1677.9402127659575,308.0,225.0,83.0
BU05051110,23,4.918695652173914,1433.0343478260872,123.0,93.0,30.0
BU05181785,22,7.055000000000001,2024.0390909090916,305.0,167.0,138.0
BU05900501,30,6.654666666666668,1773.4629999999997,158.0,120.0,38.0
BU06060002,57,5.211228070175439,1511.111754385965,407.0,252.0,155.0
BU06320502,5,5.388,1595.96,36.0,23.0,13.0
BU08552403,98,6.657551020408163,1921.3687755102037,698.0,414.0,284.0
BU08556703,9,5.430000000000001,1338.7644444444443,59.0,35.0,24.0
BU08556704,14,6.268571428571429,1775.8557142857142,79.0,51.0,28.0
BU08890000,4,5.702500000000001,1680.6425,46.0,27.0,19.0
BU09070303,7,5.874285714285714,1766.9485714285715,78.0,42.0,36.0
BU09650000,11,5.802727272727273,1706.4109090909092,74.0,45.0,29.0
BU09650002,9,5.632222222222222,1617.92,67.0,37.0,30.0
BU09710003,7,5.86,1739.6242857142856,59.0,39.0,20.0
BU09710200,5,5.25,1520.852,33.0,23.0,10.0
BU09950836,22,6.501818181818183,1872.7795454545458,104.0,83.0,21.0
BU15250204,39,6.718974358974358,1915.5784615384612,215.0,150.0,65.0
BU15980606,11,4.225454545454546,1121.1363636363637,39.0,30.0,9.0
BU16761203,3,4.010000000000001,1201.84,22.0,10.0,12.0
BU17000103,7,3.4499999999999997,1006.0285714285712,74.0,46.0,28.0
BU17082300,6,7.544999999999999,1863.763333333333,28.0,17.0,11.0
BU17110731,15,6.514666666666668,1834.8113333333336,107.0,62.0,45.0
BU17240001,22,4.836363636363637,1404.084090909091,100.0,69.0,31.0
BU18760301,4,4.38,1306.5324999999998,25.0,17.0,8.0
BU18760302,4,5.2475,1556.75,18.0,12.0,6.0
BU18910101,5,5.997999999999999,1778.6200000000001,38.0,28.0,10.0
BU18910208,4,4.82,1392.455,29.0,19.0,10.0
BU18940204,3,6.283333333333334,1693.1500000000003,10.0,5.0,5.0
BU19001400,3,2.7399999999999998,823.0500000000001,9.0,6.0,3.0
BU19001403,8,7.28625,1974.3474999999999,41.0,30.0,11.0
BU19041001,7,4.791428571428571,1061.9685714285715,17.0,17.0,0.0
BU19450503,14,5.492857142857143,1517.3085714285714,156.0,71.0,85.0
BU19450504,12,5.425833333333334,1468.885833333333,138.0,61.0,77.0
BU19520408,1,0.0,0.0,4.0,4.0,0.0
BU19520501,3,5.123333333333334,1529.493333333333,8.0,6.0,2.0
BU19590392,3,4.146666666666667,1251.9466666666667,19.0,13.0,6.0
BU19600208,3,3.603333333333333,1080.2366666666667,16.0,9.0,7.0
BU19801301,26,6.892692307692308,1800.7100000000003,214.0,153.0,61.0
BU19821017,8,6.635,1937.44125,51.0,38.0,13.0
BU00141302,13,5.709999999999999,1663.7053846153844,37.0,33.0,4.0
BU00141406,11,6.490000000000001,1874.1845454545453,36.0,32.0,4.0
BU00850701,3,3.59,1072.3833333333334,14.0,14.0,0.0
BU01140806,6,5.933333333333334,1577.71,52.0,33.0,19.0
BU01501002,21,5.697142857142857,1617.820476190476,148.0,106.0,42.0
BU01710103,15,5.850666666666667,1708.8393333333333,137.0,97.0,40.0
BU01750601,1,0.0,0.0,3.0,3.0,0.0
BU01830700,2,2.425,480.48,9.0,7.0,2.0
BU02431101,29,6.430344827586209,1903.734137931034,198.0,134.0,64.0
BU02690009,3,3.97,590.8233333333333,12.0,9.0,3.0
BU03020009,4,4.9350000000000005,1460.6475,18.0,13.0,5.0
BU03070304,38,6.9750000000000005,1962.6663157894734,303.0,161.0,142.0
BU03073201,9,6.674444444444443,1391.6822222222222,37.0,30.0,7.0
BU03100803,11,5.504545454545454,1564.026363636364,105.0,63.0,42.0
BU03401101,5,6.518000000000001,1122.998,32.0,22.0,10.0
BU03440233,20,6.205,1839.6035000000004,241.0,134.0,107.0
BU03440731,30,6.152,1782.2716666666668,362.0,187.0,175.0
BU03450553,24,6.434166666666667,1857.77125,208.0,139.0,69.0
BU04060205,21,7.12,1930.6380952380957,91.0,85.0,6.0
BU04370001,44,7.24931818181818,2090.8893181818185,356.0,203.0,153.0
BU04840305,23,6.935652173913042,1614.7039130434785,176.0,129.0,47.0
BU05050603,45,7.073999999999998,2036.679777777778,316.0,179.0,137.0
BU05050604,25,6.641599999999999,1942.5736000000002,145.0,101.0,44.0
BU05051915,16,6.5981250000000005,1942.345625,58.0,45.0,13.0
BU05370706,23,6.131739130434783,1729.7708695652175,166.0,118.0,48.0
BU05690308,5,5.142,1442.29,2.0,2.0,0.0
BU05900802,25,6.2564,1807.4548000000002,116.0,92.0,24.0
BU06371305,72,6.978055555555553,2031.9505555555556,63.0,43.0,20.0
BU07170300,5,5.836,1752.8139999999999,27.0,20.0,7.0
BU07170500,5,2.6940000000000004,781.8860000000001,43.0,20.0,23.0
BU07430403,19,4.406315789473684,1306.6426315789474,82.0,62.0,20.0
BU07430404,21,4.677142857142856,1307.7904761904767,98.0,72.0,26.0
BU07430405,20,4.8225,1428.1880000000003,88.0,67.0,21.0
BU07570109,4,5.275,1517.2150000000001,14.0,13.0,1.0
BU07570207,5,5.476,1641.6619999999998,31.0,20.0,11.0
BU07722380,26,6.057307692307693,1672.848461538461,202.0,112.0,90.0
BU07941309,16,7.501250000000001,2186.086875,161.0,96.0,65.0
BU0363KD09,131,6.761221374045798,1974.0334351145038,1687.0,731.0,956.0
BU0363KE01,134,6.379999999999999,1888.8469402985077,1716.0,743.0,973.0
BU03621103,24,5.928333333333334,1717.6741666666665,195.0,126.0,69.0
BU0363MA10,38,7.092631578947368,2059.798421052632,413.0,217.0,196.0
BU0363MQ03,45,7.092444444444445,2001.1077777777782,492.0,242.0,250.0
BU0363MQ06,49,7.424693877551021,2130.8526530612244,531.0,270.0,261.0
BU0363TA04,19,6.799473684210528,1955.6657894736843,148.0,85.0,63.0
BU0363TA07,19,6.94842105263158,1995.9878947368422,159.0,88.0,71.0
BU08261200,5,6.5920000000000005,1960.9920000000002,24.0,18.0,6.0
BU08510209,2,2.93,878.99,6.0,5.0,1.0
BU08510400,2,4.375,929.215,16.0,12.0,4.0
BU18940301,5,3.7399999999999998,1127.216,0.0,0.0,0.0
BU18940305,4,5.5649999999999995,1585.5249999999999,0.0,0.0,0.0
BU08556004,27,6.944074074074073,2005.1962962962964,119.0,91.0,28.0
BU09460201,5,5.731999999999999,1689.2419999999997,56.0,30.0,26.0
BU09950747,48,7.100000000000001,2005.454583333333,237.0,187.0,50.0
BU15071500,4,3.4274999999999998,1017.275,26.0,17.0,9.0
BU15980103,14,4.572857142857143,1234.1478571428572,56.0,47.0,9.0
BU16410501,5,6.144,1820.67,50.0,30.0,20.0
BU16670009,2,2.58,766.39,4.0,4.0,0.0
BU17000405,7,5.435714285714286,1641.6785714285713,55.0,38.0,17.0
BU17000501,3,6.383333333333333,1914.5266666666666,15.0,12.0,3.0
BU17000502,4,6.237500000000001,1870.6799999999998,56.0,33.0,23.0
BU17741910,16,7.327500000000002,2141.8549999999996,72.0,59.0,13.0
BU19002012,4,4.045,1206.9475,23.0,17.0,6.0
BU19240103,6,4.591666666666667,1373.131666666667,53.0,29.0,24.0
BU19420204,39,5.95076923076923,1745.4135897435895,246.0,174.0,72.0
BU19420206,34,6.521764705882354,1916.7061764705882,225.0,154.0,71.0
BU19480101,3,4.326666666666667,1295.04,11.0,8.0,3.0
BU19494801,2,2.4,664.365,10.0,7.0,3.0
BU19611903,19,5.957894736842104,1671.7126315789474,105.0,73.0,32.0
BU19630100,2,3.22,867.125,22.0,15.0,7.0
BU19691403,3,4.0200000000000005,1102.2366666666667,32.0,19.0,13.0
BU19791989,4,4.91,1472.365,12.0,9.0,3.0
BU19920900,1,0.0,0.0,7.0,3.0,4.0
BU00140900,18,7.059444444444444,1938.958888888889,170.0,105.0,65.0
BU00140902,23,7.397391304347824,2134.85652173913,222.0,117.0,105.0
BU00345801,11,7.753636363636364,2320.6263636363637,32.0,32.0,0.0
BU00590108,5,5.088,1518.928,48.0,32.0,16.0
BU00590200,3,4.846666666666667,1368.96,35.0,20.0,15.0
BU00590202,4,4.65,1393.795,23.0,17.0,6.0
BU00590203,3,2.7399999999999998,821.4200000000001,8.0,7.0,1.0
BU01060504,33,7.145757575757575,1931.1612121212129,182.0,130.0,52.0
BU01931170,31,5.710322580645161,1701.9045161290321,320.0,201.0,119.0
BU02223112,10,6.207,1724.3859999999997,43.0,31.0,12.0
BU02460007,4,5.422499999999999,1626.6425,15.0,13.0,2.0
BU02730109,4,6.887499999999999,2030.415,48.0,32.0,16.0
BU02741101,16,6.175624999999999,1784.6531249999998,103.0,68.0,35.0
BU02940105,2,4.335,1298.78,16.0,7.0,9.0
BU02940107,2,0.905,271.935,7.0,5.0,2.0
BU02940109,3,2.8800000000000003,864.6666666666666,17.0,11.0,6.0
BU03030605,9,3.001111111111111,842.5255555555555,39.0,31.0,8.0
BU03750004,44,5.428636363636363,1580.695909090909,305.0,210.0,95.0
BU03830721,7,5.872857142857143,1747.725714285714,50.0,34.0,16.0
